As of date,As of time,Mainland China,Number of reported/confirmed cases,Number of deaths,Remark,Number of newly confirmed cases reported in the past 14 days
03/06/2020,11:00,Yunnan,185,2,,0
03/06/2020,11:00,Inner Mongolia Autonomous Region,235,1,,18
03/06/2020,11:00,Zhejiang,1268,1,,0
03/06/2020,11:00,Henan,1276,22,,0
03/06/2020,11:00,Hebei,328,6,,0
03/06/2020,11:00,Hainan,169,6,,0
03/06/2020,11:00,Jilin,155,2,,3
03/06/2020,11:00,Shanxi,198,0,,0
03/06/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
03/06/2020,11:00,Jiangsu,653,0,,0
03/06/2020,11:00,Xinjiang Uygur Autonomous Region,76,3,,0
03/06/2020,11:00,Qinghai,18,0,,0
03/06/2020,11:00,Tibet Autonomous Region,1,0,,0
04/06/2020,11:00,Hubei,68135,4512,,0
04/06/2020,11:00,Beijing,594,9,,1
04/06/2020,11:00,Liaoning,149,2,,0
04/06/2020,11:00,Anhui,991,6,,0
04/06/2020,11:00,Chongqing,579,6,,0
04/06/2020,11:00,Shaanxi,309,3,,1
04/06/2020,11:00,Tianjin,192,3,,0
04/06/2020,11:00,Fujian,358,1,,2
04/06/2020,11:00,Hunan,1019,4,,0
04/06/2020,11:00,Sichuan,577,3,,16
04/06/2020,11:00,Gansu,139,2,,0
04/06/2020,11:00,Heilongjiang,947,13,,2
04/06/2020,11:00,Jiangxi,932,1,,0
04/06/2020,11:00,Guangdong,1598,8,,7
04/06/2020,11:00,Guizhou,147,2,,0
04/06/2020,11:00,Shanghai,673,7,,7
04/06/2020,11:00,Shandong,792,7,,4
04/06/2020,11:00,Guangxi Zhuang Autonomous Region,254,2,,0
04/06/2020,11:00,Yunnan,185,2,,0
04/06/2020,11:00,Inner Mongolia Autonomous Region,235,1,,18
04/06/2020,11:00,Zhejiang,1268,1,,0
04/06/2020,11:00,Henan,1276,22,,0
04/06/2020,11:00,Hebei,328,6,,0
04/06/2020,11:00,Hainan,169,6,,0
04/06/2020,11:00,Jilin,155,2,,3
04/06/2020,11:00,Shanxi,198,0,,0
04/06/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
04/06/2020,11:00,Jiangsu,653,0,,0
04/06/2020,11:00,Xinjiang Uygur Autonomous Region,76,3,,0
04/06/2020,11:00,Qinghai,18,0,,0
04/06/2020,11:00,Tibet Autonomous Region,1,0,,0
05/06/2020,11:00,Hubei,68135,4512,,0
05/06/2020,11:00,Beijing,594,9,,1
05/06/2020,11:00,Liaoning,149,2,,0
05/06/2020,11:00,Anhui,991,6,,0
05/06/2020,11:00,Chongqing,579,6,,0
05/06/2020,11:00,Shaanxi,309,3,,1
05/06/2020,11:00,Tianjin,192,3,,0
05/06/2020,11:00,Fujian,358,1,,2
05/06/2020,11:00,Hunan,1019,4,,0
05/06/2020,11:00,Sichuan,578,3,,15
05/06/2020,11:00,Gansu,139,2,,0
05/06/2020,11:00,Heilongjiang,947,13,,2
05/06/2020,11:00,Jiangxi,932,1,,0
05/06/2020,11:00,Guangdong,1598,8,,7
05/06/2020,11:00,Guizhou,147,2,,0
05/06/2020,11:00,Shanghai,677,7,,10
05/06/2020,11:00,Shandong,792,7,,4
05/06/2020,11:00,Guangxi Zhuang Autonomous Region,254,2,,0
05/06/2020,11:00,Yunnan,185,2,,0
05/06/2020,11:00,Inner Mongolia Autonomous Region,235,1,,18
05/06/2020,11:00,Zhejiang,1268,1,,0
05/06/2020,11:00,Henan,1276,22,,0
05/06/2020,11:00,Hebei,328,6,,0
05/06/2020,11:00,Hainan,169,6,,0
05/06/2020,11:00,Jilin,155,2,,1
05/06/2020,11:00,Shanxi,198,0,,0
05/06/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
05/06/2020,11:00,Jiangsu,653,0,,0
05/06/2020,11:00,Xinjiang Uygur Autonomous Region,76,3,,0
05/06/2020,11:00,Qinghai,18,0,,0
05/06/2020,11:00,Tibet Autonomous Region,1,0,,0
06/06/2020,11:00,Hubei,68135,4512,,0
06/06/2020,11:00,Beijing,594,9,,1
06/06/2020,11:00,Liaoning,149,2,,0
06/06/2020,11:00,Anhui,991,6,,0
06/06/2020,11:00,Chongqing,579,6,,0
06/06/2020,11:00,Shaanxi,309,3,,1
06/06/2020,11:00,Tianjin,192,3,,0
06/06/2020,11:00,Fujian,358,1,,2
06/06/2020,11:00,Hunan,1019,4,,0
06/06/2020,11:00,Sichuan,578,3,,15
06/06/2020,11:00,Gansu,139,2,,0
06/06/2020,11:00,Heilongjiang,947,13,,2
06/06/2020,11:00,Jiangxi,932,1,,0
06/06/2020,11:00,Guangdong,1601,8,,10
06/06/2020,11:00,Guizhou,147,2,,0
06/06/2020,11:00,Shanghai,677,7,,10
06/06/2020,11:00,Shandong,792,7,,4
06/06/2020,11:00,Guangxi Zhuang Autonomous Region,254,2,,0
06/06/2020,11:00,Yunnan,185,2,,0
06/06/2020,11:00,Inner Mongolia Autonomous Region,235,1,,18
06/06/2020,11:00,Zhejiang,1268,1,,0
06/06/2020,11:00,Henan,1276,22,,0
06/06/2020,11:00,Hebei,328,6,,0
06/06/2020,11:00,Hainan,169,6,,0
06/06/2020,11:00,Jilin,155,2,,1
06/06/2020,11:00,Shanxi,198,0,,0
06/06/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
06/06/2020,11:00,Jiangsu,653,0,,0
06/06/2020,11:00,Xinjiang Uygur Autonomous Region,76,3,,0
06/06/2020,11:00,Qinghai,18,0,,0
06/06/2020,11:00,Tibet Autonomous Region,1,0,,0
07/06/2020,11:00,Hubei,68135,4512,,0
07/06/2020,11:00,Beijing,594,9,,1
07/06/2020,11:00,Liaoning,149,2,,0
07/06/2020,11:00,Anhui,991,6,,0
07/06/2020,11:00,Chongqing,579,6,,0
07/06/2020,11:00,Shaanxi,311,3,,3
07/06/2020,11:00,Tianjin,193,3,,1
07/06/2020,11:00,Fujian,359,1,,3
07/06/2020,11:00,Hunan,1019,4,,0
07/06/2020,11:00,Sichuan,578,3,,15
07/06/2020,11:00,Gansu,139,2,,0
07/06/2020,11:00,Heilongjiang,947,13,,2
07/06/2020,11:00,Jiangxi,932,1,,0
07/06/2020,11:00,Guangdong,1602,8,,10
07/06/2020,11:00,Guizhou,147,2,,0
07/06/2020,11:00,Shanghai,677,7,,9
07/06/2020,11:00,Shandong,792,7,,4
07/06/2020,11:00,Guangxi Zhuang Autonomous Region,254,2,,0
07/06/2020,11:00,Yunnan,185,2,,0
07/06/2020,11:00,Inner Mongolia Autonomous Region,235,1,,18
07/06/2020,11:00,Zhejiang,1268,1,,0
07/06/2020,11:00,Henan,1276,22,,0
07/06/2020,11:00,Hebei,328,6,,0
07/06/2020,11:00,Hainan,170,6,,1
07/06/2020,11:00,Jilin,155,2,,0
07/06/2020,11:00,Shanxi,198,0,,0
07/06/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
07/06/2020,11:00,Jiangsu,653,0,,0
07/06/2020,11:00,Xinjiang Uygur Autonomous Region,76,3,,0
07/06/2020,11:00,Qinghai,18,0,,0
07/06/2020,11:00,Tibet Autonomous Region,1,0,,0
08/06/2020,11:00,Hubei,68135,4512,,0
08/06/2020,11:00,Beijing,594,9,,1
08/06/2020,11:00,Liaoning,149,2,,0
08/06/2020,11:00,Anhui,991,6,,0
08/06/2020,11:00,Chongqing,579,6,,0
08/06/2020,11:00,Shaanxi,311,3,,3
08/06/2020,11:00,Tianjin,193,3,,1
08/06/2020,11:00,Fujian,359,1,,3
08/06/2020,11:00,Hunan,1019,4,,0
08/06/2020,11:00,Sichuan,581,3,,17
08/06/2020,11:00,Gansu,139,2,,0
08/06/2020,11:00,Heilongjiang,947,13,,2
08/06/2020,11:00,Jiangxi,932,1,,0
08/06/2020,11:00,Guangdong,1602,8,,10
08/06/2020,11:00,Guizhou,147,2,,0
08/06/2020,11:00,Shanghai,678,7,,10
08/06/2020,11:00,Shandong,792,7,,4
08/06/2020,11:00,Guangxi Zhuang Autonomous Region,254,2,,0
08/06/2020,11:00,Yunnan,185,2,,0
08/06/2020,11:00,Inner Mongolia Autonomous Region,235,1,,8
08/06/2020,11:00,Zhejiang,1268,1,,0
08/06/2020,11:00,Henan,1276,22,,0
08/06/2020,11:00,Hebei,328,6,,0
08/06/2020,11:00,Hainan,170,6,,1
08/06/2020,11:00,Jilin,155,2,,0
08/06/2020,11:00,Shanxi,198,0,,0
08/06/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
08/06/2020,11:00,Jiangsu,653,0,,0
08/06/2020,11:00,Xinjiang Uygur Autonomous Region,76,3,,0
08/06/2020,11:00,Qinghai,18,0,,0
08/06/2020,11:00,Tibet Autonomous Region,1,0,,0
09/06/2020,11:00,Hubei,68135,4512,,0
09/06/2020,11:00,Beijing,594,9,,1
09/06/2020,11:00,Liaoning,149,2,,0
09/06/2020,11:00,Anhui,991,6,,0
09/06/2020,11:00,Chongqing,579,6,,0
09/06/2020,11:00,Shaanxi,311,3,,3
09/06/2020,11:00,Tianjin,193,3,,1
09/06/2020,11:00,Fujian,359,1,,2
09/06/2020,11:00,Hunan,1019,4,,0
09/06/2020,11:00,Sichuan,582,3,,18
09/06/2020,11:00,Gansu,139,2,,0
09/06/2020,11:00,Heilongjiang,947,13,,2
09/06/2020,11:00,Jiangxi,932,1,,0
09/06/2020,11:00,Guangdong,1604,8,,12
09/06/2020,11:00,Guizhou,147,2,,0
09/06/2020,11:00,Shanghai,678,7,,9
09/06/2020,11:00,Shandong,792,7,,4
09/06/2020,11:00,Guangxi Zhuang Autonomous Region,254,2,,0
09/06/2020,11:00,Yunnan,185,2,,0
09/06/2020,11:00,Inner Mongolia Autonomous Region,235,1,,3
09/06/2020,11:00,Zhejiang,1268,1,,0
09/06/2020,11:00,Henan,1276,22,,0
09/06/2020,11:00,Hebei,328,6,,0
09/06/2020,11:00,Hainan,169,6,,0
09/06/2020,11:00,Jilin,155,2,,0
09/06/2020,11:00,Shanxi,198,0,,0
09/06/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
09/06/2020,11:00,Jiangsu,653,0,,0
09/06/2020,11:00,Xinjiang Uygur Autonomous Region,76,3,,0
09/06/2020,11:00,Qinghai,18,0,,0
09/06/2020,11:00,Tibet Autonomous Region,1,0,,0
10/06/2020,11:00,Hubei,68135,4512,,0
10/06/2020,11:00,Beijing,594,9,,1
10/06/2020,11:00,Liaoning,149,2,,0
10/06/2020,11:00,Anhui,991,6,,0
10/06/2020,11:00,Chongqing,579,6,,0
10/06/2020,11:00,Shaanxi,311,3,,3
10/06/2020,11:00,Tianjin,194,3,,2
10/06/2020,11:00,Fujian,359,1,,2
10/06/2020,11:00,Hunan,1019,4,,0
10/06/2020,11:00,Sichuan,582,3,,18
10/06/2020,11:00,Gansu,139,2,,0
10/06/2020,11:00,Heilongjiang,947,13,,2
10/06/2020,11:00,Jiangxi,932,1,,0
10/06/2020,11:00,Guangdong,1604,8,,12
10/06/2020,11:00,Guizhou,147,2,,0
10/06/2020,11:00,Shanghai,678,7,,8
10/06/2020,11:00,Shandong,792,7,,4
10/06/2020,11:00,Guangxi Zhuang Autonomous Region,254,2,,0
10/06/2020,11:00,Yunnan,185,2,,0
10/06/2020,11:00,Inner Mongolia Autonomous Region,237,1,,5
10/06/2020,11:00,Zhejiang,1268,1,,0
10/06/2020,11:00,Henan,1276,22,,0
10/06/2020,11:00,Hebei,328,6,,0
10/06/2020,11:00,Hainan,169,6,,0
10/06/2020,11:00,Jilin,155,2,,0
10/06/2020,11:00,Shanxi,198,0,,0
10/06/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
10/06/2020,11:00,Jiangsu,653,0,,0
10/06/2020,11:00,Xinjiang Uygur Autonomous Region,76,3,,0
10/06/2020,11:00,Qinghai,18,0,,0
10/06/2020,11:00,Tibet Autonomous Region,1,0,,0
11/06/2020,11:00,Hubei,68135,4512,,0
11/06/2020,11:00,Beijing,594,9,,1
11/06/2020,11:00,Liaoning,149,2,,0
11/06/2020,11:00,Anhui,991,6,,0
11/06/2020,11:00,Chongqing,579,6,,0
11/06/2020,11:00,Shaanxi,311,3,,3
11/06/2020,11:00,Tianjin,195,3,,3
11/06/2020,11:00,Fujian,360,1,,2
11/06/2020,11:00,Hunan,1019,4,,0
11/06/2020,11:00,Sichuan,582,3,,18
11/06/2020,11:00,Gansu,139,2,,0
11/06/2020,11:00,Heilongjiang,947,13,,2
11/06/2020,11:00,Jiangxi,932,1,,0
11/06/2020,11:00,Guangdong,1607,8,,15
11/06/2020,11:00,Guizhou,147,2,,0
11/06/2020,11:00,Shanghai,684,7,,13
11/06/2020,11:00,Shandong,792,7,,4
11/06/2020,11:00,Guangxi Zhuang Autonomous Region,254,2,,0
11/06/2020,11:00,Yunnan,185,2,,0
11/06/2020,11:00,Inner Mongolia Autonomous Region,237,1,,5
11/06/2020,11:00,Zhejiang,1268,1,,0
11/06/2020,11:00,Henan,1276,22,,0
11/06/2020,11:00,Hebei,328,6,,0
11/06/2020,11:00,Hainan,169,6,,0
11/06/2020,11:00,Jilin,155,2,,0
11/06/2020,11:00,Shanxi,198,0,,0
11/06/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
11/06/2020,11:00,Jiangsu,653,0,,0
11/06/2020,11:00,Xinjiang Uygur Autonomous Region,76,3,,0
11/06/2020,11:00,Qinghai,18,0,,0
11/06/2020,11:00,Tibet Autonomous Region,1,0,,0
12/06/2020,11:00,Hubei,68135,4512,,0
12/06/2020,11:00,Beijing,595,9,,2
12/06/2020,11:00,Liaoning,149,2,,0
12/06/2020,11:00,Anhui,991,6,,0
12/06/2020,11:00,Chongqing,579,6,,0
12/06/2020,11:00,Shaanxi,311,3,,3
12/06/2020,11:00,Tianjin,195,3,,3
12/06/2020,11:00,Fujian,361,1,,3
12/06/2020,11:00,Hunan,1019,4,,0
12/06/2020,11:00,Sichuan,582,3,,18
12/06/2020,11:00,Gansu,139,2,,0
12/06/2020,11:00,Heilongjiang,947,13,,2
12/06/2020,11:00,Jiangxi,932,1,,0
12/06/2020,11:00,Guangdong,1607,8,,15
12/06/2020,11:00,Guizhou,147,2,,0
12/06/2020,11:00,Shanghai,689,7,,18
12/06/2020,11:00,Shandong,792,7,,4
12/06/2020,11:00,Guangxi Zhuang Autonomous Region,254,2,,0
12/06/2020,11:00,Yunnan,185,2,,0
12/06/2020,11:00,Inner Mongolia Autonomous Region,237,1,,5
12/06/2020,11:00,Zhejiang,1268,1,,0
12/06/2020,11:00,Henan,1276,22,,0
12/06/2020,11:00,Hebei,328,6,,0
12/06/2020,11:00,Hainan,170,6,,1
12/06/2020,11:00,Jilin,155,2,,0
12/06/2020,11:00,Shanxi,198,0,,0
12/06/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
12/06/2020,11:00,Jiangsu,653,0,,0
12/06/2020,11:00,Xinjiang Uygur Autonomous Region,76,3,,0
12/06/2020,11:00,Qinghai,18,0,,0
12/06/2020,11:00,Tibet Autonomous Region,1,0,,0
13/06/2020,11:00,Hubei,68135,4512,,0
13/06/2020,11:00,Beijing,601,9,,8
13/06/2020,11:00,Liaoning,149,2,,0
13/06/2020,11:00,Anhui,991,6,,0
13/06/2020,11:00,Chongqing,579,6,,0
13/06/2020,11:00,Shaanxi,311,3,,3
13/06/2020,11:00,Tianjin,196,3,,4
13/06/2020,11:00,Fujian,361,1,,3
13/06/2020,11:00,Hunan,1019,4,,0
13/06/2020,11:00,Sichuan,583,3,,19
13/06/2020,11:00,Gansu,139,2,,0
13/06/2020,11:00,Heilongjiang,947,13,,2
13/06/2020,11:00,Jiangxi,932,1,,0
13/06/2020,11:00,Guangdong,1608,8,,15
13/06/2020,11:00,Guizhou,147,2,,0
13/06/2020,11:00,Shanghai,690,7,,18
13/06/2020,11:00,Shandong,792,7,,2
13/06/2020,11:00,Guangxi Zhuang Autonomous Region,254,2,,0
13/06/2020,11:00,Yunnan,185,2,,0
13/06/2020,11:00,Inner Mongolia Autonomous Region,237,1,,5
13/06/2020,11:00,Zhejiang,1268,1,,0
13/06/2020,11:00,Henan,1276,22,,0
13/06/2020,11:00,Hebei,328,6,,0
13/06/2020,11:00,Hainan,171,6,,2
13/06/2020,11:00,Jilin,155,2,,0
13/06/2020,11:00,Shanxi,198,0,,0
13/06/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
13/06/2020,11:00,Jiangsu,653,0,,0
13/06/2020,11:00,Xinjiang Uygur Autonomous Region,76,3,,0
13/06/2020,11:00,Qinghai,18,0,,0
13/06/2020,11:00,Tibet Autonomous Region,1,0,,0
14/06/2020,11:00,Hubei,68135,4512,,0
14/06/2020,11:00,Beijing,637,9,,43
14/06/2020,11:00,Liaoning,151,2,,2
14/06/2020,11:00,Anhui,991,6,,0
14/06/2020,11:00,Chongqing,580,6,,1
14/06/2020,11:00,Shaanxi,311,3,,3
14/06/2020,11:00,Tianjin,196,3,,4
14/06/2020,11:00,Fujian,361,1,,3
14/06/2020,11:00,Hunan,1019,4,,0
14/06/2020,11:00,Sichuan,583,3,,19
14/06/2020,11:00,Gansu,139,2,,0
14/06/2020,11:00,Heilongjiang,947,13,,0
14/06/2020,11:00,Jiangxi,932,1,,0
14/06/2020,11:00,Guangdong,1625,8,,32
14/06/2020,11:00,Guizhou,147,2,,0
14/06/2020,11:00,Shanghai,691,7,,19
14/06/2020,11:00,Shandong,792,7,,0
14/06/2020,11:00,Guangxi Zhuang Autonomous Region,254,2,,0
14/06/2020,11:00,Yunnan,185,2,,0
14/06/2020,11:00,Inner Mongolia Autonomous Region,237,1,,5
14/06/2020,11:00,Zhejiang,1268,1,,0
14/06/2020,11:00,Henan,1276,22,,0
14/06/2020,11:00,Hebei,328,6,,0
14/06/2020,11:00,Hainan,171,6,,2
14/06/2020,11:00,Jilin,155,2,,0
14/06/2020,11:00,Shanxi,198,0,,0
14/06/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
14/06/2020,11:00,Jiangsu,653,0,,0
14/06/2020,11:00,Xinjiang Uygur Autonomous Region,76,3,,0
14/06/2020,11:00,Qinghai,18,0,,0
14/06/2020,11:00,Tibet Autonomous Region,1,0,,0
15/06/2020,11:00,Hubei,68135,4512,,0
15/06/2020,11:00,Beijing,673,9,,79
15/06/2020,11:00,Liaoning,151,2,,2
15/06/2020,11:00,Anhui,991,6,,0
15/06/2020,11:00,Chongqing,582,6,,3
15/06/2020,11:00,Shaanxi,313,3,,5
15/06/2020,11:00,Tianjin,196,3,,4
15/06/2020,11:00,Fujian,362,1,,4
15/06/2020,11:00,Hunan,1019,4,,0
15/06/2020,11:00,Sichuan,587,3,,12
15/06/2020,11:00,Gansu,139,2,,0
15/06/2020,11:00,Heilongjiang,947,13,,0
15/06/2020,11:00,Jiangxi,932,1,,0
15/06/2020,11:00,Guangdong,1625,8,,30
15/06/2020,11:00,Guizhou,147,2,,0
15/06/2020,11:00,Shanghai,692,7,,20
15/06/2020,11:00,Shandong,792,7,,0
15/06/2020,11:00,Guangxi Zhuang Autonomous Region,254,2,,0
15/06/2020,11:00,Yunnan,185,2,,0
15/06/2020,11:00,Inner Mongolia Autonomous Region,237,1,,2
15/06/2020,11:00,Zhejiang,1268,1,,0
15/06/2020,11:00,Henan,1276,22,,0
15/06/2020,11:00,Hebei,331,6,,3
15/06/2020,11:00,Hainan,171,6,,2
15/06/2020,11:00,Jilin,155,2,,0
15/06/2020,11:00,Shanxi,198,0,,0
15/06/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
15/06/2020,11:00,Jiangsu,653,0,,0
15/06/2020,11:00,Xinjiang Uygur Autonomous Region,76,3,,0
15/06/2020,11:00,Qinghai,18,0,,0
15/06/2020,11:00,Tibet Autonomous Region,1,0,,0
16/06/2020,11:00,Hubei,68135,4512,,0
16/06/2020,11:00,Beijing,700,9,,106
16/06/2020,11:00,Liaoning,152,2,,3
16/06/2020,11:00,Anhui,991,6,,0
16/06/2020,11:00,Chongqing,582,6,,3
16/06/2020,11:00,Shaanxi,313,3,,4
16/06/2020,11:00,Tianjin,196,3,,4
16/06/2020,11:00,Fujian,362,1,,4
16/06/2020,11:00,Hunan,1019,4,,0
16/06/2020,11:00,Sichuan,588,3,,11
16/06/2020,11:00,Gansu,139,2,,0
16/06/2020,11:00,Heilongjiang,947,13,,0
16/06/2020,11:00,Jiangxi,932,1,,0
16/06/2020,11:00,Guangdong,1628,8,,32
16/06/2020,11:00,Guizhou,147,2,,0
16/06/2020,11:00,Shanghai,695,7,,22
16/06/2020,11:00,Shandong,792,7,,0
16/06/2020,11:00,Guangxi Zhuang Autonomous Region,254,2,,0
16/06/2020,11:00,Yunnan,185,2,,0
16/06/2020,11:00,Inner Mongolia Autonomous Region,238,1,,3
16/06/2020,11:00,Zhejiang,1268,1,,0
16/06/2020,11:00,Henan,1276,22,,0
16/06/2020,11:00,Hebei,335,6,,7
16/06/2020,11:00,Hainan,171,6,,2
16/06/2020,11:00,Jilin,155,2,,0
16/06/2020,11:00,Shanxi,198,0,,0
16/06/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
16/06/2020,11:00,Jiangsu,653,0,,0
16/06/2020,11:00,Xinjiang Uygur Autonomous Region,76,3,,0
16/06/2020,11:00,Qinghai,18,0,,0
16/06/2020,11:00,Tibet Autonomous Region,1,0,,0
17/06/2020,11:00,Hubei,68135,4512,,0
17/06/2020,11:00,Beijing,731,9,,137
17/06/2020,11:00,Liaoning,152,2,,3
17/06/2020,11:00,Anhui,991,6,,0
17/06/2020,11:00,Chongqing,582,6,,3
17/06/2020,11:00,Shaanxi,313,3,,4
17/06/2020,11:00,Tianjin,196,3,,4
17/06/2020,11:00,Fujian,362,1,,4
17/06/2020,11:00,Hunan,1019,4,,0
17/06/2020,11:00,Sichuan,589,3,,12
17/06/2020,11:00,Gansu,149,2,,10
17/06/2020,11:00,Heilongjiang,947,13,,0
17/06/2020,11:00,Jiangxi,932,1,,0
17/06/2020,11:00,Guangdong,1628,8,,31
17/06/2020,11:00,Guizhou,147,2,,0
17/06/2020,11:00,Shanghai,695,7,,22
17/06/2020,11:00,Shandong,792,7,,0
17/06/2020,11:00,Guangxi Zhuang Autonomous Region,254,2,,0
17/06/2020,11:00,Yunnan,185,2,,0
17/06/2020,11:00,Inner Mongolia Autonomous Region,238,1,,3
17/06/2020,11:00,Zhejiang,1269,1,,1
17/06/2020,11:00,Henan,1276,22,,0
17/06/2020,11:00,Hebei,336,6,,8
17/06/2020,11:00,Hainan,171,6,,2
17/06/2020,11:00,Jilin,155,2,,0
17/06/2020,11:00,Shanxi,198,0,,0
17/06/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
17/06/2020,11:00,Jiangsu,653,0,,0
17/06/2020,11:00,Xinjiang Uygur Autonomous Region,76,3,,0
17/06/2020,11:00,Qinghai,18,0,,0
17/06/2020,11:00,Tibet Autonomous Region,1,0,,0
18/06/2020,11:00,Hubei,68135,4512,,0
18/06/2020,11:00,Beijing,752,9,,158
18/06/2020,11:00,Liaoning,152,2,,3
18/06/2020,11:00,Anhui,991,6,,0
18/06/2020,11:00,Chongqing,582,6,,3
18/06/2020,11:00,Shaanxi,314,3,,5
18/06/2020,11:00,Tianjin,197,3,,5
18/06/2020,11:00,Fujian,362,1,,4
18/06/2020,11:00,Hunan,1019,4,,0
18/06/2020,11:00,Sichuan,589,3,,12
18/06/2020,11:00,Gansu,150,2,,11
18/06/2020,11:00,Heilongjiang,947,13,,0
18/06/2020,11:00,Jiangxi,932,1,,0
18/06/2020,11:00,Guangdong,1628,8,,30
18/06/2020,11:00,Guizhou,147,2,,0
18/06/2020,11:00,Shanghai,697,7,,24
18/06/2020,11:00,Shandong,792,7,,0
18/06/2020,11:00,Guangxi Zhuang Autonomous Region,254,2,,0
18/06/2020,11:00,Yunnan,185,2,,0
18/06/2020,11:00,Inner Mongolia Autonomous Region,238,1,,3
18/06/2020,11:00,Zhejiang,1269,1,,1
18/06/2020,11:00,Henan,1276,22,,0
18/06/2020,11:00,Hebei,338,6,,10
18/06/2020,11:00,Hainan,171,6,,2
18/06/2020,11:00,Jilin,155,2,,0
18/06/2020,11:00,Shanxi,198,0,,0
18/06/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
18/06/2020,11:00,Jiangsu,653,0,,0
18/06/2020,11:00,Xinjiang Uygur Autonomous Region,76,3,,0
18/06/2020,11:00,Qinghai,18,0,,0
18/06/2020,11:00,Tibet Autonomous Region,1,0,,0
19/06/2020,11:00,Hubei,68135,4512,,0
19/06/2020,11:00,Beijing,777,9,,183
19/06/2020,11:00,Liaoning,153,2,,4
19/06/2020,11:00,Anhui,991,6,,0
19/06/2020,11:00,Chongqing,582,6,,3
19/06/2020,11:00,Shaanxi,314,3,,5
19/06/2020,11:00,Tianjin,197,3,,5
19/06/2020,11:00,Fujian,362,1,,4
19/06/2020,11:00,Hunan,1019,4,,0
19/06/2020,11:00,Sichuan,589,3,,11
19/06/2020,11:00,Gansu,151,2,,12
19/06/2020,11:00,Heilongjiang,947,13,,0
19/06/2020,11:00,Jiangxi,932,1,,0
19/06/2020,11:00,Guangdong,1631,8,,33
19/06/2020,11:00,Guizhou,147,2,,0
19/06/2020,11:00,Shanghai,697,7,,20
19/06/2020,11:00,Shandong,792,7,,0
19/06/2020,11:00,Guangxi Zhuang Autonomous Region,254,2,,0
19/06/2020,11:00,Yunnan,185,2,,0
19/06/2020,11:00,Inner Mongolia Autonomous Region,238,1,,3
19/06/2020,11:00,Zhejiang,1269,1,,1
19/06/2020,11:00,Henan,1276,22,,0
19/06/2020,11:00,Hebei,340,6,,12
19/06/2020,11:00,Hainan,171,6,,2
19/06/2020,11:00,Jilin,155,2,,0
19/06/2020,11:00,Shanxi,198,0,,0
19/06/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
19/06/2020,11:00,Jiangsu,653,0,,0
19/06/2020,11:00,Xinjiang Uygur Autonomous Region,76,3,,0
19/06/2020,11:00,Qinghai,18,0,,0
19/06/2020,11:00,Tibet Autonomous Region,1,0,,0
20/06/2020,11:00,Hubei,68135,4512,,0
20/06/2020,11:00,Beijing,799,9,,205
20/06/2020,11:00,Liaoning,153,2,,4
20/06/2020,11:00,Anhui,991,6,,0
20/06/2020,11:00,Chongqing,582,6,,3
20/06/2020,11:00,Shaanxi,314,3,,5
20/06/2020,11:00,Tianjin,197,3,,5
20/06/2020,11:00,Fujian,362,1,,4
20/06/2020,11:00,Hunan,1019,4,,0
20/06/2020,11:00,Sichuan,589,3,,11
20/06/2020,11:00,Gansu,151,2,,12
20/06/2020,11:00,Heilongjiang,947,13,,0
20/06/2020,11:00,Jiangxi,932,1,,0
20/06/2020,11:00,Guangdong,1634,8,,33
20/06/2020,11:00,Guizhou,147,2,,0
20/06/2020,11:00,Shanghai,698,7,,21
20/06/2020,11:00,Shandong,792,7,,0
20/06/2020,11:00,Guangxi Zhuang Autonomous Region,254,2,,0
20/06/2020,11:00,Yunnan,185,2,,0
20/06/2020,11:00,Inner Mongolia Autonomous Region,238,1,,3
20/06/2020,11:00,Zhejiang,1269,1,,1
20/06/2020,11:00,Henan,1276,22,,0
20/06/2020,11:00,Hebei,341,6,,13
20/06/2020,11:00,Hainan,171,6,,2
20/06/2020,11:00,Jilin,155,2,,0
20/06/2020,11:00,Shanxi,198,0,,0
20/06/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
20/06/2020,11:00,Jiangsu,653,0,,0
20/06/2020,11:00,Xinjiang Uygur Autonomous Region,76,3,,0
20/06/2020,11:00,Qinghai,18,0,,0
20/06/2020,11:00,Tibet Autonomous Region,1,0,,0
21/06/2020,11:00,Hubei,68135,4512,,0
21/06/2020,11:00,Beijing,821,9,,227
21/06/2020,11:00,Liaoning,153,2,,4
