As of date,As of time,Mainland China,Number of reported/confirmed cases,Number of deaths,Remark,Number of newly confirmed cases reported in the past 14 days
21/06/2020,11:00,Anhui,991,6,,0
21/06/2020,11:00,Chongqing,582,6,,3
21/06/2020,11:00,Shaanxi,314,3,,3
21/06/2020,11:00,Tianjin,197,3,,4
21/06/2020,11:00,Fujian,363,1,,4
21/06/2020,11:00,Hunan,1019,4,,0
21/06/2020,11:00,Sichuan,589,3,,11
21/06/2020,11:00,Gansu,151,2,,12
21/06/2020,11:00,Heilongjiang,947,13,,0
21/06/2020,11:00,Jiangxi,932,1,,0
21/06/2020,11:00,Guangdong,1634,8,,32
21/06/2020,11:00,Guizhou,147,2,,0
21/06/2020,11:00,Shanghai,698,7,,21
21/06/2020,11:00,Shandong,792,7,,0
21/06/2020,11:00,Guangxi Zhuang Autonomous Region,254,2,,0
21/06/2020,11:00,Yunnan,185,2,,0
21/06/2020,11:00,Inner Mongolia Autonomous Region,238,1,,3
21/06/2020,11:00,Zhejiang,1269,1,,1
21/06/2020,11:00,Henan,1276,22,,0
21/06/2020,11:00,Hebei,344,6,,16
21/06/2020,11:00,Hainan,171,6,,1
21/06/2020,11:00,Jilin,155,2,,0
21/06/2020,11:00,Shanxi,198,0,,0
21/06/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
21/06/2020,11:00,Jiangsu,653,0,,0
21/06/2020,11:00,Xinjiang Uygur Autonomous Region,76,3,,0
21/06/2020,11:00,Qinghai,18,0,,0
21/06/2020,11:00,Tibet Autonomous Region,1,0,,0
22/06/2020,11:00,Hubei,68135,4512,,0
22/06/2020,11:00,Beijing,830,9,,236
22/06/2020,11:00,Liaoning,154,2,,5
22/06/2020,11:00,Anhui,991,6,,0
22/06/2020,11:00,Chongqing,582,6,,3
22/06/2020,11:00,Shaanxi,316,3,,5
22/06/2020,11:00,Tianjin,198,3,,5
22/06/2020,11:00,Fujian,363,1,,4
22/06/2020,11:00,Hunan,1019,4,,0
22/06/2020,11:00,Sichuan,589,3,,8
22/06/2020,11:00,Gansu,151,2,,12
22/06/2020,11:00,Heilongjiang,947,13,,0
22/06/2020,11:00,Jiangxi,932,1,,0
22/06/2020,11:00,Guangdong,1634,8,,32
22/06/2020,11:00,Guizhou,147,2,,0
22/06/2020,11:00,Shanghai,701,7,,23
22/06/2020,11:00,Shandong,792,7,,0
22/06/2020,11:00,Guangxi Zhuang Autonomous Region,254,2,,0
22/06/2020,11:00,Yunnan,185,2,,0
22/06/2020,11:00,Inner Mongolia Autonomous Region,238,1,,3
22/06/2020,11:00,Zhejiang,1269,1,,1
22/06/2020,11:00,Henan,1276,22,,0
22/06/2020,11:00,Hebei,346,6,,18
22/06/2020,11:00,Hainan,171,6,,1
22/06/2020,11:00,Jilin,155,2,,0
22/06/2020,11:00,Shanxi,198,0,,0
22/06/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
22/06/2020,11:00,Jiangsu,653,0,,0
22/06/2020,11:00,Xinjiang Uygur Autonomous Region,76,3,,0
22/06/2020,11:00,Qinghai,18,0,,0
22/06/2020,11:00,Tibet Autonomous Region,1,0,,0
23/06/2020,11:00,Hubei,68135,4512,,0
23/06/2020,11:00,Beijing,843,9,,249
23/06/2020,11:00,Liaoning,154,2,,5
23/06/2020,11:00,Anhui,991,6,,0
23/06/2020,11:00,Chongqing,582,6,,3
23/06/2020,11:00,Shaanxi,317,3,,6
23/06/2020,11:00,Tianjin,198,3,,5
23/06/2020,11:00,Fujian,363,1,,4
23/06/2020,11:00,Hunan,1019,4,,0
23/06/2020,11:00,Sichuan,589,3,,7
23/06/2020,11:00,Gansu,158,2,,19
23/06/2020,11:00,Heilongjiang,947,13,,0
23/06/2020,11:00,Jiangxi,932,1,,0
23/06/2020,11:00,Guangdong,1634,8,,30
23/06/2020,11:00,Guizhou,147,2,,0
23/06/2020,11:00,Shanghai,701,7,,23
23/06/2020,11:00,Shandong,792,7,,0
23/06/2020,11:00,Guangxi Zhuang Autonomous Region,254,2,,0
23/06/2020,11:00,Yunnan,185,2,,0
23/06/2020,11:00,Inner Mongolia Autonomous Region,238,1,,3
23/06/2020,11:00,Zhejiang,1269,1,,1
23/06/2020,11:00,Henan,1276,22,,0
23/06/2020,11:00,Hebei,346,6,,18
23/06/2020,11:00,Hainan,171,6,,1
23/06/2020,11:00,Jilin,155,2,,0
23/06/2020,11:00,Shanxi,198,0,,0
23/06/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
23/06/2020,11:00,Jiangsu,654,0,,1
23/06/2020,11:00,Xinjiang Uygur Autonomous Region,76,3,,0
23/06/2020,11:00,Qinghai,18,0,,0
23/06/2020,11:00,Tibet Autonomous Region,1,0,,0
24/06/2020,11:00,Hubei,68135,4512,,0
24/06/2020,11:00,Beijing,850,9,,256
24/06/2020,11:00,Liaoning,154,2,,5
24/06/2020,11:00,Anhui,991,6,,0
24/06/2020,11:00,Chongqing,582,6,,3
24/06/2020,11:00,Shaanxi,318,3,,7
24/06/2020,11:00,Tianjin,198,3,,4
24/06/2020,11:00,Fujian,363,1,,4
24/06/2020,11:00,Hunan,1019,4,,0
24/06/2020,11:00,Sichuan,589,3,,7
24/06/2020,11:00,Gansu,158,2,,19
24/06/2020,11:00,Heilongjiang,947,13,,0
24/06/2020,11:00,Jiangxi,932,1,,0
24/06/2020,11:00,Guangdong,1634,8,,30
24/06/2020,11:00,Guizhou,147,2,,0
24/06/2020,11:00,Shanghai,703,7,,25
24/06/2020,11:00,Shandong,792,7,,0
24/06/2020,11:00,Guangxi Zhuang Autonomous Region,254,2,,0
24/06/2020,11:00,Yunnan,185,2,,0
24/06/2020,11:00,Inner Mongolia Autonomous Region,238,1,,1
24/06/2020,11:00,Zhejiang,1269,1,,1
24/06/2020,11:00,Henan,1276,22,,0
24/06/2020,11:00,Hebei,348,6,,20
24/06/2020,11:00,Hainan,171,6,,1
24/06/2020,11:00,Jilin,155,2,,0
24/06/2020,11:00,Shanxi,198,0,,0
24/06/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
24/06/2020,11:00,Jiangsu,654,0,,1
24/06/2020,11:00,Xinjiang Uygur Autonomous Region,76,3,,0
24/06/2020,11:00,Qinghai,18,0,,0
24/06/2020,11:00,Tibet Autonomous Region,1,0,,0
25/06/2020,11:00,Hubei,68135,4512,,0
25/06/2020,11:00,Beijing,863,9,,269
25/06/2020,11:00,Liaoning,154,2,,5
25/06/2020,11:00,Anhui,991,6,,0
25/06/2020,11:00,Chongqing,582,6,,3
25/06/2020,11:00,Shaanxi,319,3,,8
25/06/2020,11:00,Tianjin,198,3,,3
25/06/2020,11:00,Fujian,363,1,,3
25/06/2020,11:00,Hunan,1019,4,,0
25/06/2020,11:00,Sichuan,589,3,,7
25/06/2020,11:00,Gansu,161,2,,22
25/06/2020,11:00,Heilongjiang,947,13,,0
25/06/2020,11:00,Jiangxi,932,1,,0
25/06/2020,11:00,Guangdong,1635,8,,28
25/06/2020,11:00,Guizhou,147,2,,0
25/06/2020,11:00,Shanghai,703,7,,19
25/06/2020,11:00,Shandong,792,7,,0
25/06/2020,11:00,Guangxi Zhuang Autonomous Region,254,2,,0
25/06/2020,11:00,Yunnan,185,2,,0
25/06/2020,11:00,Inner Mongolia Autonomous Region,238,1,,1
25/06/2020,11:00,Zhejiang,1269,1,,1
25/06/2020,11:00,Henan,1276,22,,0
25/06/2020,11:00,Hebei,349,6,,21
25/06/2020,11:00,Hainan,171,6,,1
25/06/2020,11:00,Jilin,155,2,,0
25/06/2020,11:00,Shanxi,198,0,,0
25/06/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
25/06/2020,11:00,Jiangsu,654,0,,1
25/06/2020,11:00,Xinjiang Uygur Autonomous Region,76,3,,0
25/06/2020,11:00,Qinghai,18,0,,0
25/06/2020,11:00,Tibet Autonomous Region,1,0,,0
26/06/2020,11:00,Hubei,68135,4512,,0
26/06/2020,11:00,Beijing,874,9,,279
26/06/2020,11:00,Liaoning,154,2,,5
26/06/2020,11:00,Anhui,991,6,,0
26/06/2020,11:00,Chongqing,582,6,,3
26/06/2020,11:00,Shaanxi,319,3,,8
26/06/2020,11:00,Tianjin,198,3,,3
26/06/2020,11:00,Fujian,363,1,,2
26/06/2020,11:00,Hunan,1019,4,,0
26/06/2020,11:00,Sichuan,589,3,,7
26/06/2020,11:00,Gansu,161,2,,22
26/06/2020,11:00,Heilongjiang,947,13,,0
26/06/2020,11:00,Jiangxi,932,1,,0
26/06/2020,11:00,Guangdong,1635,8,,28
26/06/2020,11:00,Guizhou,147,2,,0
26/06/2020,11:00,Shanghai,705,7,,16
26/06/2020,11:00,Shandong,792,7,,0
26/06/2020,11:00,Guangxi Zhuang Autonomous Region,254,2,,0
26/06/2020,11:00,Yunnan,185,2,,0
26/06/2020,11:00,Inner Mongolia Autonomous Region,238,1,,1
26/06/2020,11:00,Zhejiang,1269,1,,1
26/06/2020,11:00,Henan,1276,22,,0
26/06/2020,11:00,Hebei,349,6,,21
26/06/2020,11:00,Hainan,171,6,,1
26/06/2020,11:00,Jilin,155,2,,0
26/06/2020,11:00,Shanxi,198,0,,0
26/06/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
26/06/2020,11:00,Jiangsu,654,0,,1
26/06/2020,11:00,Xinjiang Uygur Autonomous Region,76,3,,0
26/06/2020,11:00,Qinghai,18,0,,0
26/06/2020,11:00,Tibet Autonomous Region,1,0,,0
27/06/2020,11:00,Hubei,68135,4512,,0
27/06/2020,11:00,Beijing,891,9,,290
27/06/2020,11:00,Liaoning,154,2,,5
27/06/2020,11:00,Anhui,991,6,,0
27/06/2020,11:00,Chongqing,582,6,,3
27/06/2020,11:00,Shaanxi,319,3,,8
27/06/2020,11:00,Tianjin,198,3,,2
27/06/2020,11:00,Fujian,363,1,,2
27/06/2020,11:00,Hunan,1019,4,,0
27/06/2020,11:00,Sichuan,589,3,,6
27/06/2020,11:00,Gansu,162,2,,23
27/06/2020,11:00,Heilongjiang,947,13,,0
27/06/2020,11:00,Jiangxi,932,1,,0
27/06/2020,11:00,Guangdong,1637,8,,29
27/06/2020,11:00,Guizhou,147,2,,0
27/06/2020,11:00,Shanghai,706,7,,16
27/06/2020,11:00,Shandong,792,7,,0
27/06/2020,11:00,Guangxi Zhuang Autonomous Region,254,2,,0
27/06/2020,11:00,Yunnan,185,2,,0
27/06/2020,11:00,Inner Mongolia Autonomous Region,238,1,,1
27/06/2020,11:00,Zhejiang,1269,1,,1
27/06/2020,11:00,Henan,1276,22,,0
27/06/2020,11:00,Hebei,349,6,,21
27/06/2020,11:00,Hainan,171,6,,0
27/06/2020,11:00,Jilin,155,2,,0
27/06/2020,11:00,Shanxi,198,0,,0
27/06/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
27/06/2020,11:00,Jiangsu,654,0,,1
27/06/2020,11:00,Xinjiang Uygur Autonomous Region,76,3,,0
27/06/2020,11:00,Qinghai,18,0,,0
27/06/2020,11:00,Tibet Autonomous Region,1,0,,0
28/06/2020,11:00,Hubei,68135,4512,,0
28/06/2020,11:00,Beijing,905,9,,268
28/06/2020,11:00,Liaoning,154,2,,3
28/06/2020,11:00,Anhui,991,6,,0
28/06/2020,11:00,Chongqing,582,6,,2
28/06/2020,11:00,Shaanxi,320,3,,9
28/06/2020,11:00,Tianjin,198,3,,2
28/06/2020,11:00,Fujian,363,1,,2
28/06/2020,11:00,Hunan,1019,4,,0
28/06/2020,11:00,Sichuan,589,3,,6
28/06/2020,11:00,Gansu,163,2,,24
28/06/2020,11:00,Heilongjiang,947,13,,0
28/06/2020,11:00,Jiangxi,932,1,,0
28/06/2020,11:00,Guangdong,1637,8,,12
28/06/2020,11:00,Guizhou,147,2,,0
28/06/2020,11:00,Shanghai,707,7,,16
28/06/2020,11:00,Shandong,792,7,,0
28/06/2020,11:00,Guangxi Zhuang Autonomous Region,254,2,,0
28/06/2020,11:00,Yunnan,185,2,,0
28/06/2020,11:00,Inner Mongolia Autonomous Region,238,1,,1
28/06/2020,11:00,Zhejiang,1269,1,,1
28/06/2020,11:00,Henan,1276,22,,0
28/06/2020,11:00,Hebei,349,6,,21
28/06/2020,11:00,Hainan,171,6,,0
28/06/2020,11:00,Jilin,155,2,,0
28/06/2020,11:00,Shanxi,198,0,,0
28/06/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
28/06/2020,11:00,Jiangsu,654,0,,1
28/06/2020,11:00,Xinjiang Uygur Autonomous Region,76,3,,0
28/06/2020,11:00,Qinghai,18,0,,0
28/06/2020,11:00,Tibet Autonomous Region,1,0,,0
29/06/2020,11:00,Hubei,68135,4512,,0
29/06/2020,11:00,Beijing,912,9,,239
29/06/2020,11:00,Liaoning,155,2,,4
29/06/2020,11:00,Anhui,991,6,,0
29/06/2020,11:00,Chongqing,582,6,,0
29/06/2020,11:00,Shaanxi,320,3,,7
29/06/2020,11:00,Tianjin,198,3,,2
29/06/2020,11:00,Fujian,363,1,,1
29/06/2020,11:00,Hunan,1019,4,,0
29/06/2020,11:00,Sichuan,592,3,,5
29/06/2020,11:00,Gansu,163,2,,24
29/06/2020,11:00,Heilongjiang,947,13,,0
29/06/2020,11:00,Jiangxi,932,1,,0
29/06/2020,11:00,Guangdong,1637,8,,12
29/06/2020,11:00,Guizhou,147,2,,0
29/06/2020,11:00,Shanghai,708,7,,16
29/06/2020,11:00,Shandong,792,7,,0
29/06/2020,11:00,Guangxi Zhuang Autonomous Region,254,2,,0
29/06/2020,11:00,Yunnan,185,2,,0
29/06/2020,11:00,Inner Mongolia Autonomous Region,238,1,,1
29/06/2020,11:00,Zhejiang,1269,1,,1
29/06/2020,11:00,Henan,1276,22,,0
29/06/2020,11:00,Hebei,349,6,,18
29/06/2020,11:00,Hainan,171,6,,0
29/06/2020,11:00,Jilin,155,2,,0
29/06/2020,11:00,Shanxi,198,0,,0
29/06/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
29/06/2020,11:00,Jiangsu,654,0,,1
29/06/2020,11:00,Xinjiang Uygur Autonomous Region,76,3,,0
29/06/2020,11:00,Qinghai,18,0,,0
29/06/2020,11:00,Tibet Autonomous Region,1,0,,0
30/06/2020,11:00,Hubei,68135,4512,,0
30/06/2020,11:00,Beijing,919,9,,219
30/06/2020,11:00,Liaoning,155,2,,3
30/06/2020,11:00,Anhui,991,6,,0
30/06/2020,11:00,Chongqing,582,6,,0
30/06/2020,11:00,Shaanxi,320,3,,7
30/06/2020,11:00,Tianjin,198,3,,2
30/06/2020,11:00,Fujian,363,1,,1
30/06/2020,11:00,Hunan,1019,4,,0
30/06/2020,11:00,Sichuan,595,3,,7
30/06/2020,11:00,Gansu,164,2,,25
30/06/2020,11:00,Heilongjiang,947,13,,0
30/06/2020,11:00,Jiangxi,932,1,,0
30/06/2020,11:00,Guangdong,1641,8,,13
30/06/2020,11:00,Guizhou,147,2,,0
30/06/2020,11:00,Shanghai,712,7,,17
30/06/2020,11:00,Shandong,792,7,,0
30/06/2020,11:00,Guangxi Zhuang Autonomous Region,254,2,,0
30/06/2020,11:00,Yunnan,185,2,,0
30/06/2020,11:00,Inner Mongolia Autonomous Region,238,1,,0
30/06/2020,11:00,Zhejiang,1269,1,,1
30/06/2020,11:00,Henan,1276,22,,0
30/06/2020,11:00,Hebei,349,6,,14
30/06/2020,11:00,Hainan,171,6,,0
30/06/2020,11:00,Jilin,155,2,,0
30/06/2020,11:00,Shanxi,198,0,,0
30/06/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
30/06/2020,11:00,Jiangsu,654,0,,1
30/06/2020,11:00,Xinjiang Uygur Autonomous Region,76,3,,0
30/06/2020,11:00,Qinghai,18,0,,0
30/06/2020,11:00,Tibet Autonomous Region,1,0,,0
01/07/2020,11:00,Hubei,68135,4512,,0
01/07/2020,11:00,Beijing,922,9,,191
01/07/2020,11:00,Liaoning,155,2,,3
01/07/2020,11:00,Anhui,991,6,,0
01/07/2020,11:00,Chongqing,582,6,,0
01/07/2020,11:00,Shaanxi,320,3,,7
01/07/2020,11:00,Tianjin,198,3,,2
01/07/2020,11:00,Fujian,363,1,,1
01/07/2020,11:00,Hunan,1019,4,,0
01/07/2020,11:00,Sichuan,595,3,,6
01/07/2020,11:00,Gansu,164,2,,15
01/07/2020,11:00,Heilongjiang,947,13,,0
01/07/2020,11:00,Jiangxi,932,1,,0
01/07/2020,11:00,Guangdong,1641,8,,13
01/07/2020,11:00,Guizhou,147,2,,0
01/07/2020,11:00,Shanghai,712,7,,17
01/07/2020,11:00,Shandong,792,7,,0
01/07/2020,11:00,Guangxi Zhuang Autonomous Region,254,2,,0
01/07/2020,11:00,Yunnan,185,2,,0
01/07/2020,11:00,Inner Mongolia Autonomous Region,238,1,,0
01/07/2020,11:00,Zhejiang,1269,1,,0
01/07/2020,11:00,Henan,1276,22,,0
01/07/2020,11:00,Hebei,349,6,,13
01/07/2020,11:00,Hainan,171,6,,0
01/07/2020,11:00,Jilin,155,2,,0
01/07/2020,11:00,Shanxi,198,0,,0
01/07/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
01/07/2020,11:00,Jiangsu,654,0,,1
01/07/2020,11:00,Xinjiang Uygur Autonomous Region,76,3,,0
01/07/2020,11:00,Qinghai,18,0,,0
01/07/2020,11:00,Tibet Autonomous Region,1,0,,0
02/07/2020,11:00,Hubei,68135,4512,,0
02/07/2020,11:00,Beijing,923,9,,171
02/07/2020,11:00,Liaoning,155,2,,3
02/07/2020,11:00,Anhui,991,6,,0
02/07/2020,11:00,Chongqing,582,6,,0
02/07/2020,11:00,Shaanxi,320,3,,6
02/07/2020,11:00,Tianjin,198,3,,1
02/07/2020,11:00,Fujian,363,1,,1
02/07/2020,11:00,Hunan,1019,4,,0
02/07/2020,11:00,Sichuan,595,3,,6
02/07/2020,11:00,Gansu,164,2,,14
02/07/2020,11:00,Heilongjiang,947,13,,0
02/07/2020,11:00,Jiangxi,932,1,,0
02/07/2020,11:00,Guangdong,1642,8,,14
02/07/2020,11:00,Guizhou,147,2,,0
02/07/2020,11:00,Shanghai,713,7,,16
02/07/2020,11:00,Shandong,792,7,,0
02/07/2020,11:00,Guangxi Zhuang Autonomous Region,254,2,,0
02/07/2020,11:00,Yunnan,185,2,,0
02/07/2020,11:00,Inner Mongolia Autonomous Region,238,1,,0
02/07/2020,11:00,Zhejiang,1269,1,,0
02/07/2020,11:00,Henan,1276,22,,0
02/07/2020,11:00,Hebei,349,6,,11
02/07/2020,11:00,Hainan,171,6,,0
02/07/2020,11:00,Jilin,155,2,,0
02/07/2020,11:00,Shanxi,198,0,,0
02/07/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
02/07/2020,11:00,Jiangsu,654,0,,1
02/07/2020,11:00,Xinjiang Uygur Autonomous Region,76,3,,0
02/07/2020,11:00,Qinghai,18,0,,0
02/07/2020,11:00,Tibet Autonomous Region,1,0,,0
03/07/2020,11:00,Hubei,68135,4512,,0
03/07/2020,11:00,Beijing,925,9,,148
03/07/2020,11:00,Liaoning,156,2,,3
03/07/2020,11:00,Anhui,991,6,,0
03/07/2020,11:00,Chongqing,582,6,,0
03/07/2020,11:00,Shaanxi,320,3,,6
03/07/2020,11:00,Tianjin,198,3,,1
03/07/2020,11:00,Fujian,363,1,,1
03/07/2020,11:00,Hunan,1019,4,,0
03/07/2020,11:00,Sichuan,595,3,,6
03/07/2020,11:00,Gansu,164,2,,13
03/07/2020,11:00,Heilongjiang,947,13,,0
03/07/2020,11:00,Jiangxi,932,1,,0
03/07/2020,11:00,Guangdong,1642,8,,11
03/07/2020,11:00,Guizhou,147,2,,0
03/07/2020,11:00,Shanghai,714,7,,17
03/07/2020,11:00,Shandong,792,7,,0
03/07/2020,11:00,Guangxi Zhuang Autonomous Region,254,2,,0
03/07/2020,11:00,Yunnan,186,2,,1
03/07/2020,11:00,Inner Mongolia Autonomous Region,238,1,,0
03/07/2020,11:00,Zhejiang,1269,1,,0
03/07/2020,11:00,Henan,1276,22,,0
03/07/2020,11:00,Hebei,349,6,,9
03/07/2020,11:00,Hainan,171,6,,0
03/07/2020,11:00,Jilin,155,2,,0
03/07/2020,11:00,Shanxi,198,0,,0
03/07/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
03/07/2020,11:00,Jiangsu,654,0,,1
03/07/2020,11:00,Xinjiang Uygur Autonomous Region,76,3,,0
03/07/2020,11:00,Qinghai,18,0,,0
03/07/2020,11:00,Tibet Autonomous Region,1,0,,0
04/07/2020,11:00,Hubei,68135,4512,,0
04/07/2020,11:00,Beijing,926,9,,127
04/07/2020,11:00,Liaoning,156,2,,3
04/07/2020,11:00,Anhui,991,6,,0
04/07/2020,11:00,Chongqing,582,6,,0
04/07/2020,11:00,Shaanxi,320,3,,6
04/07/2020,11:00,Tianjin,198,3,,1
04/07/2020,11:00,Fujian,363,1,,1
04/07/2020,11:00,Hunan,1019,4,,0
04/07/2020,11:00,Sichuan,595,3,,6
04/07/2020,11:00,Gansu,164,2,,13
04/07/2020,11:00,Heilongjiang,947,13,,0
04/07/2020,11:00,Jiangxi,932,1,,0
04/07/2020,11:00,Guangdong,1643,8,,9
04/07/2020,11:00,Guizhou,147,2,,0
04/07/2020,11:00,Shanghai,715,7,,17
04/07/2020,11:00,Shandong,792,7,,0
04/07/2020,11:00,Guangxi Zhuang Autonomous Region,254,2,,0
04/07/2020,11:00,Yunnan,186,2,,1
04/07/2020,11:00,Inner Mongolia Autonomous Region,238,1,,0
04/07/2020,11:00,Zhejiang,1269,1,,0
04/07/2020,11:00,Henan,1276,22,,0
04/07/2020,11:00,Hebei,349,6,,8
04/07/2020,11:00,Hainan,171,6,,0
04/07/2020,11:00,Jilin,155,2,,0
04/07/2020,11:00,Shanxi,198,0,,0
04/07/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
04/07/2020,11:00,Jiangsu,654,0,,1
04/07/2020,11:00,Xinjiang Uygur Autonomous Region,76,3,,0
04/07/2020,11:00,Qinghai,18,0,,0
04/07/2020,11:00,Tibet Autonomous Region,1,0,,0
05/07/2020,11:00,Hubei,68135,4512,,0
05/07/2020,11:00,Beijing,928,9,,107
05/07/2020,11:00,Liaoning,156,2,,3
05/07/2020,11:00,Anhui,991,6,,0
05/07/2020,11:00,Chongqing,582,6,,0
05/07/2020,11:00,Shaanxi,320,3,,6
05/07/2020,11:00,Tianjin,199,3,,2
05/07/2020,11:00,Fujian,363,1,,0
05/07/2020,11:00,Hunan,1019,4,,0
05/07/2020,11:00,Sichuan,596,3,,7
05/07/2020,11:00,Gansu,167,2,,16
05/07/2020,11:00,Heilongjiang,947,13,,0
05/07/2020,11:00,Jiangxi,932,1,,0
05/07/2020,11:00,Guangdong,1643,8,,9
05/07/2020,11:00,Guizhou,147,2,,0
05/07/2020,11:00,Shanghai,716,7,,18
05/07/2020,11:00,Shandong,792,7,,0
05/07/2020,11:00,Guangxi Zhuang Autonomous Region,254,2,,0
05/07/2020,11:00,Yunnan,186,2,,1
05/07/2020,11:00,Inner Mongolia Autonomous Region,238,1,,0
05/07/2020,11:00,Zhejiang,1269,1,,0
05/07/2020,11:00,Henan,1276,22,,0
05/07/2020,11:00,Hebei,349,6,,5
05/07/2020,11:00,Hainan,171,6,,0
05/07/2020,11:00,Jilin,155,2,,0
05/07/2020,11:00,Shanxi,198,0,,0
05/07/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
05/07/2020,11:00,Jiangsu,654,0,,1
05/07/2020,11:00,Xinjiang Uygur Autonomous Region,76,3,,0
05/07/2020,11:00,Qinghai,18,0,,0
05/07/2020,11:00,Tibet Autonomous Region,1,0,,0
06/07/2020,11:00,Hubei,68135,4512,,0
06/07/2020,11:00,Beijing,929,9,,99
06/07/2020,11:00,Liaoning,157,2,,3
06/07/2020,11:00,Anhui,991,6,,0
06/07/2020,11:00,Chongqing,582,6,,0
06/07/2020,11:00,Shaanxi,321,3,,5
06/07/2020,11:00,Tianjin,199,3,,1
06/07/2020,11:00,Fujian,363,1,,0
06/07/2020,11:00,Hunan,1019,4,,0
06/07/2020,11:00,Sichuan,596,3,,7
06/07/2020,11:00,Gansu,167,2,,16
06/07/2020,11:00,Heilongjiang,947,13,,0
06/07/2020,11:00,Jiangxi,932,1,,0
06/07/2020,11:00,Guangdong,1643,8,,9
06/07/2020,11:00,Guizhou,147,2,,0
06/07/2020,11:00,Shanghai,716,7,,15
06/07/2020,11:00,Shandong,792,7,,0
06/07/2020,11:00,Guangxi Zhuang Autonomous Region,254,2,,0
06/07/2020,11:00,Yunnan,186,2,,1
06/07/2020,11:00,Inner Mongolia Autonomous Region,239,1,,1
06/07/2020,11:00,Zhejiang,1269,1,,0
06/07/2020,11:00,Henan,1276,22,,0
06/07/2020,11:00,Hebei,349,6,,3
06/07/2020,11:00,Hainan,171,6,,0
06/07/2020,11:00,Jilin,155,2,,0
06/07/2020,11:00,Shanxi,198,0,,0
06/07/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
06/07/2020,11:00,Jiangsu,654,0,,1
06/07/2020,11:00,Xinjiang Uygur Autonomous Region,76,3,,0
06/07/2020,11:00,Qinghai,18,0,,0
06/07/2020,11:00,Tibet Autonomous Region,1,0,,0
07/07/2020,11:00,Hubei,68135,4512,,0
07/07/2020,11:00,Beijing,929,9,,86
07/07/2020,11:00,Liaoning,159,2,,5
07/07/2020,11:00,Anhui,991,6,,0
07/07/2020,11:00,Chongqing,582,6,,0
07/07/2020,11:00,Shaanxi,321,3,,4
07/07/2020,11:00,Tianjin,199,3,,1
07/07/2020,11:00,Fujian,363,1,,0
07/07/2020,11:00,Hunan,1019,4,,0
07/07/2020,11:00,Sichuan,598,3,,9
07/07/2020,11:00,Gansu,167,2,,9
07/07/2020,11:00,Heilongjiang,947,13,,0
07/07/2020,11:00,Jiangxi,932,1,,0
07/07/2020,11:00,Guangdong,1644,8,,10
07/07/2020,11:00,Guizhou,147,2,,0
07/07/2020,11:00,Shanghai,718,7,,17
07/07/2020,11:00,Shandong,792,7,,0
07/07/2020,11:00,Guangxi Zhuang Autonomous Region,254,2,,0
07/07/2020,11:00,Yunnan,186,2,,1
07/07/2020,11:00,Inner Mongolia Autonomous Region,240,1,,2
07/07/2020,11:00,Zhejiang,1269,1,,0
07/07/2020,11:00,Henan,1276,22,,0
07/07/2020,11:00,Hebei,349,6,,3
07/07/2020,11:00,Hainan,171,6,,0
07/07/2020,11:00,Jilin,155,2,,0
07/07/2020,11:00,Shanxi,198,0,,0
07/07/2020,11:00,Ningxia Hui Autonomous Region,75,0,,0
07/07/2020,11:00,Jiangsu,654,0,,0
07/07/2020,11:00,Xinjiang Uygur Autonomous Region,76,3,,0
07/07/2020,11:00,Qinghai,18,0,,0
07/07/2020,11:00,Tibet Autonomous Region,1,0,,0
08/07/2020,11:00,Hubei,68135,4512,,0
08/07/2020,11:00,Beijing,929,9,,79
08/07/2020,11:00,Liaoning,159,2,,5
08/07/2020,11:00,Anhui,991,6,,0
08/07/2020,11:00,Chongqing,582,6,,0
08/07/2020,11:00,Shaanxi,321,3,,3
08/07/2020,11:00,Tianjin,199,3,,1
08/07/2020,11:00,Fujian,363,1,,0
08/07/2020,11:00,Hunan,1019,4,,0
08/07/2020,11:00,Sichuan,598,3,,9
08/07/2020,11:00,Gansu,167,2,,9
08/07/2020,11:00,Heilongjiang,947,13,,0
08/07/2020,11:00,Jiangxi,932,1,,0
08/07/2020,11:00,Guangdong,1645,8,,11
08/07/2020,11:00,Guizhou,147,2,,0
08/07/2020,11:00,Shanghai,718,7,,15
08/07/2020,11:00,Shandong,792,7,,0
08/07/2020,11:00,Guangxi Zhuang Autonomous Region,254,2,,0
08/07/2020,11:00,Yunnan,187,2,,2
08/07/2020,11:00,Inner Mongolia Autonomous Region,244,1,,6
